Sample type,Days after inoculation,Date,Licor,Trial,Treatment,Species,Plant Number,Isolate Number,Unique Sample Number,Obs,Conductance,Ci
2WetExotic Pathogen 1,9,6/8/2018,6800,2,Wet,Exotic Pathogen ,1,1,143,7,0.085256238,302.8183569
2WetExotic Pathogen 1,9,6/8/2018,6800,2,Wet,Exotic Pathogen ,1,1,143,8,0.08462026,302.1766363
2WetExotic Pathogen 1,9,6/8/2018,6800,2,Wet,Exotic Pathogen ,1,1,143,9,0.088737248,306.3516127
2WetExotic Pathogen 1,9,6/8/2018,6800,2,Wet,Exotic Pathogen ,1,1,143,10,0.087822808,305.2225586
1DroughtExotic Pathogen 3,9,6/8/2018,6400,1,Drought,Exotic Pathogen ,3,2,6,1,0.003105199,-1209.976059
1DroughtExotic Pathogen 3,9,6/8/2018,6400,1,Drought,Exotic Pathogen ,3,2,6,2,0.015877088,151.9370122
1DroughtExotic Pathogen 3,9,6/8/2018,6400,1,Drought,Exotic Pathogen ,3,2,6,3,0.016849743,195.6219841
1DroughtExotic Pathogen 3,9,6/8/2018,6400,1,Drought,Exotic Pathogen ,3,2,6,4,0.022673233,155.5478895
1DroughtExotic Pathogen 3,9,6/8/2018,6400,1,Drought,Exotic Pathogen ,3,2,6,5,0.030205025,293.6286281
1DroughtExotic Pathogen 3,9,6/8/2018,6400,1,Drought,Exotic Pathogen ,3,2,6,6,0.035620508,347.8351638
1DroughtExotic Pathogen 3,9,6/8/2018,6400,1,Drought,Exotic Pathogen ,3,2,6,7,0.039890582,311.9880424
1DroughtExotic Pathogen 3,9,6/8/2018,6400,1,Drought,Exotic Pathogen ,3,2,6,8,0.040949112,359.3765729
1DroughtExotic Pathogen 3,9,6/8/2018,6400,1,Drought,Exotic Pathogen ,3,2,6,9,0.039229661,353.5207952
1DroughtExotic Pathogen 3,9,6/8/2018,6400,1,Drought,Exotic Pathogen ,3,2,6,10,0.039664458,356.8412182
1DroughtExotic Pathogen 3,9,6/8/2018,6400,1,Drought,Exotic Pathogen ,3,2,6,11,0.039375255,361.67817
1DroughtIndigenous Pathogen 3,9,6/8/2018,6400,1,Drought,Indigenous Pathogen ,3,2,8,1,0.104861134,186.786557
1DroughtIndigenous Pathogen 3,9,6/8/2018,6400,1,Drought,Indigenous Pathogen ,3,2,8,2,0.103763369,202.7019365
1DroughtIndigenous Pathogen 3,9,6/8/2018,6400,1,Drought,Indigenous Pathogen ,3,2,8,3,0.118890299,236.9462759
1DroughtIndigenous Pathogen 3,9,6/8/2018,6400,1,Drought,Indigenous Pathogen ,3,2,8,4,0.12171478,232.6817065
1DroughtIndigenous Pathogen 3,9,6/8/2018,6400,1,Drought,Indigenous Pathogen ,3,2,8,5,0.123700699,238.0421169
1DroughtIndigenous Pathogen 3,9,6/8/2018,6400,1,Drought,Indigenous Pathogen ,3,2,8,6,0.123105496,235.7787793
1DroughtIndigenous Pathogen 3,9,6/8/2018,6400,1,Drought,Indigenous Pathogen ,3,2,8,7,0.122656087,237.527297
1DroughtIndigenous Pathogen 3,9,6/8/2018,6400,1,Drought,Indigenous Pathogen ,3,2,8,8,0.127529736,238.1102262
1DroughtIndigenous Pathogen 3,9,6/8/2018,6400,1,Drought,Indigenous Pathogen ,3,2,8,9,0.122953074,238.5180044
1DroughtIndigenous Pathogen 3,9,6/8/2018,6400,1,Drought,Indigenous Pathogen ,3,2,8,10,0.124093933,236.6429643
1WetExotic Pathogen 4,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,4,2,11,1,-0.000239271,-138.3661872
1WetExotic Pathogen 4,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,4,2,11,2,0.042832829,104.672008
1WetExotic Pathogen 4,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,4,2,11,3,0.044865894,130.7432205
1WetExotic Pathogen 4,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,4,2,11,4,0.047545199,117.7317067
1WetExotic Pathogen 4,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,4,2,11,5,0.049750643,155.0591385
1WetExotic Pathogen 4,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,4,2,11,6,0.051438215,103.7182089
1WetExotic Pathogen 4,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,4,2,11,7,0.055063044,164.5897466
1WetExotic Pathogen 4,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,4,2,11,8,0.054934407,160.7653654
1WetExotic Pathogen 4,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,4,2,11,9,0.056595737,152.8549698
1WetExotic Pathogen 4,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,4,2,11,10,0.058066833,164.138741
1WetExotic Pathogen 4,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,4,2,11,11,0.058054494,164.6163465
1WetExotic Pathogen 3,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,3,2,19,1,-0.023721419,92.00981093
1WetExotic Pathogen 3,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,3,2,19,2,-0.003721163,-1637.141403
1WetExotic Pathogen 3,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,3,2,19,3,0.006199143,1607.02395
1WetExotic Pathogen 3,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,3,2,19,4,0.007200425,1329.879557
1WetExotic Pathogen 3,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,3,2,19,5,0.011785474,1026.613734
1WetExotic Pathogen 3,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,3,2,19,6,0.013985178,857.3043808
1WetExotic Pathogen 3,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,3,2,19,7,0.014215379,816.1005877
1WetExotic Pathogen 3,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,3,2,19,8,0.01474583,788.4215068
1WetExotic Pathogen 3,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,3,2,19,9,0.014452149,761.590372
1WetExotic Pathogen 3,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,3,2,19,10,0.015036479,779.2273378
1WetExotic Pathogen 3,5,6/4/2018,6400,1,Wet,Exotic Pathogen ,3,2,19,11,0.016641831,675.134283
2WetIndigenous Pathogen 3,37,7/6/2018,6400,2,Wet,Indigenous Pathogen ,3,2,21,1,0.001343813,-1106.199322
2WetIndigenous Pathogen 3,37,7/6/2018,6400,2,Wet,Indigenous Pathogen ,3,2,21,2,0.000312266,-5947.03366
2WetIndigenous Pathogen 3,37,7/6/2018,6400,2,Wet,Indigenous Pathogen ,3,2,21,3,-0.000449993,5830.366506
2WetIndigenous Pathogen 3,37,7/6/2018,6400,2,Wet,Indigenous Pathogen ,3,2,21,4,-0.001642037,1874.079827
2WetIndigenous Pathogen 3,37,7/6/2018,6400,2,Wet,Indigenous Pathogen ,3,2,21,5,-0.002101025,1363.811647
2WetIndigenous Pathogen 3,37,7/6/2018,6400,2,Wet,Indigenous Pathogen ,3,2,21,6,-0.001696254,1770.711312
2WetIndigenous Pathogen 3,37,7/6/2018,6400,2,Wet,Indigenous Pathogen ,3,2,21,7,-0.001735478,1744.960603
2WetIndigenous Pathogen 3,37,7/6/2018,6400,2,Wet,Indigenous Pathogen ,3,2,21,8,-0.004465129,956.297331
2WetIndigenous Pathogen 3,37,7/6/2018,6400,2,Wet,Indigenous Pathogen ,3,2,21,9,-0.007611532,774.2733358
2WetIndigenous Pathogen 3,37,7/6/2018,6400,2,Wet,Indigenous Pathogen ,3,2,21,10,-0.006354631,796.831328
2WetIndigenous Pathogen 3,37,7/6/2018,6400,2,Wet,Indigenous Pathogen ,3,2,21,11,-0.006136417,747.6639778
2WetExotic Pathogen 3,37,7/6/2018,6400,2,Wet,Exotic Pathogen ,3,2,22,1,0.091413057,270.3994193
2WetExotic Pathogen 3,37,7/6/2018,6400,2,Wet,Exotic Pathogen ,3,2,22,2,0.084280735,267.7653797
2WetExotic Pathogen 3,37,7/6/2018,6400,2,Wet,Exotic Pathogen ,3,2,22,3,0.082012179,260.46387
2WetExotic Pathogen 3,37,7/6/2018,6400,2,Wet,Exotic Pathogen ,3,2,22,4,0.081948668,259.2125981
2WetExotic Pathogen 3,37,7/6/2018,6400,2,Wet,Exotic Pathogen ,3,2,22,5,0.078493212,252.4769128
2WetExotic Pathogen 3,37,7/6/2018,6400,2,Wet,Exotic Pathogen ,3,2,22,6,0.075029705,244.8482916
2WetExotic Pathogen 3,37,7/6/2018,6400,2,Wet,Exotic Pathogen ,3,2,22,7,0.070280612,245.2757154
2WetExotic Pathogen 3,37,7/6/2018,6400,2,Wet,Exotic Pathogen ,3,2,22,8,0.061961687,199.221267
2WetExotic Pathogen 3,37,7/6/2018,6400,2,Wet,Exotic Pathogen ,3,2,22,9,0.061026347,194.4978756
2WetExotic Pathogen 3,37,7/6/2018,6400,2,Wet,Exotic Pathogen ,3,2,22,10,0.059434138,237.6494639
2DroughtIndigenous Pathogen 4,37,7/6/2018,6400,2,Drought,Indigenous Pathogen ,4,2,24,1,0.004262052,647.4647363
2DroughtIndigenous Pathogen 4,37,7/6/2018,6400,2,Drought,Indigenous Pathogen ,4,2,24,2,0.00420695,637.2045858
2DroughtIndigenous Pathogen 4,37,7/6/2018,6400,2,Drought,Indigenous Pathogen ,4,2,24,3,0.004142891,653.3553214
2DroughtIndigenous Pathogen 4,37,7/6/2018,6400,2,Drought,Indigenous Pathogen ,4,2,24,4,0.002811716,804.2502644
2DroughtIndigenous Pathogen 4,37,7/6/2018,6400,2,Drought,Indigenous Pathogen ,4,2,24,5,0.000857078,1074.192731
2DroughtIndigenous Pathogen 4,37,7/6/2018,6400,2,Drought,Indigenous Pathogen ,4,2,24,6,0.000235257,4450.164
2DroughtIndigenous Pathogen 4,37,7/6/2018,6400,2,Drought,Indigenous Pathogen ,4,2,24,7,0.000929992,1526.563009
2DroughtIndigenous Pathogen 4,37,7/6/2018,6400,2,Drought,Indigenous Pathogen ,4,2,24,8,0.00035068,4264.411568
2DroughtIndigenous Pathogen 4,37,7/6/2018,6400,2,Drought,Indigenous Pathogen ,4,2,24,9,-0.002222275,351.8577052
2DroughtIndigenous Pathogen 4,37,7/6/2018,6400,2,Drought,Indigenous Pathogen ,4,2,24,10,-0.003464031,290.8462972
1DroughtExotic Pathogen 4,37,7/6/2018,6400,1,Drought,Exotic Pathogen ,4,2,33,1,-0.017962607,557.3181953
1DroughtExotic Pathogen 4,37,7/6/2018,6400,1,Drought,Exotic Pathogen ,4,2,33,2,-0.01272541,536.2486459
1DroughtExotic Pathogen 4,37,7/6/2018,6400,1,Drought,Exotic Pathogen ,4,2,33,3,-0.010118876,704.4729971
1DroughtExotic Pathogen 4,37,7/6/2018,6400,1,Drought,Exotic Pathogen ,4,2,33,4,-0.008338358,620.6035892
1DroughtExotic Pathogen 4,37,7/6/2018,6400,1,Drought,Exotic Pathogen ,4,2,33,5,-0.005543005,704.2065494
1DroughtExotic Pathogen 4,37,7/6/2018,6400,1,Drought,Exotic Pathogen ,4,2,33,6,-0.00483309,786.3317332
1DroughtExotic Pathogen 4,37,7/6/2018,6400,1,Drought,Exotic Pathogen ,4,2,33,7,-0.003689169,843.1086333
1DroughtExotic Pathogen 4,37,7/6/2018,6400,1,Drought,Exotic Pathogen ,4,2,33,8,-0.00324869,997.9431894
1DroughtExotic Pathogen 4,37,7/6/2018,6400,1,Drought,Exotic Pathogen ,4,2,33,9,-0.003999008,856.1156013
1DroughtExotic Pathogen 4,37,7/6/2018,6400,1,Drought,Exotic Pathogen ,4,2,33,10,-0.003531554,847.4913902
2WetIndigenous Pathogen 4,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,4,2,38,1,0.012809369,289.9515885
2WetIndigenous Pathogen 4,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,4,2,38,2,0.01305248,255.0073934
2WetIndigenous Pathogen 4,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,4,2,38,3,0.014884631,229.4403785
2WetIndigenous Pathogen 4,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,4,2,38,4,0.015153164,226.1965495
2WetIndigenous Pathogen 4,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,4,2,38,5,0.016081337,221.1532481
2WetIndigenous Pathogen 4,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,4,2,38,6,0.016962995,213.8927687
2WetIndigenous Pathogen 4,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,4,2,38,7,0.018258514,222.529957
2WetIndigenous Pathogen 4,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,4,2,38,8,0.018922926,212.1588853
2WetIndigenous Pathogen 4,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,4,2,38,9,0.021308847,207.7800907
2WetIndigenous Pathogen 4,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,4,2,38,10,0.022303398,219.3783569
2WetIndigenous Pathogen 4,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,4,2,38,11,0.022615126,209.5528449
2WetExotic Pathogen 4,9,6/8/2018,6400,2,Wet,Exotic Pathogen ,4,2,55,1,0.207855468,286.5335317
2WetExotic Pathogen 4,9,6/8/2018,6400,2,Wet,Exotic Pathogen ,4,2,55,2,0.231796253,293.1242686
2WetExotic Pathogen 4,9,6/8/2018,6400,2,Wet,Exotic Pathogen ,4,2,55,3,0.220204438,296.9710109
2WetExotic Pathogen 4,9,6/8/2018,6400,2,Wet,Exotic Pathogen ,4,2,55,4,0.237787923,296.5386747
2WetExotic Pathogen 4,9,6/8/2018,6400,2,Wet,Exotic Pathogen ,4,2,55,5,0.224276402,298.9549426
2WetExotic Pathogen 4,9,6/8/2018,6400,2,Wet,Exotic Pathogen ,4,2,55,6,0.222782587,296.298053
2WetExotic Pathogen 4,9,6/8/2018,6400,2,Wet,Exotic Pathogen ,4,2,55,7,0.22069131,295.4751805
2WetExotic Pathogen 4,9,6/8/2018,6400,2,Wet,Exotic Pathogen ,4,2,55,8,0.219986996,295.0234268
2WetExotic Pathogen 4,9,6/8/2018,6400,2,Wet,Exotic Pathogen ,4,2,55,9,0.216810559,293.2073017
2WetExotic Pathogen 4,9,6/8/2018,6400,2,Wet,Exotic Pathogen ,4,2,55,10,0.230410483,294.3781565
2WetExotic Pathogen 4,9,6/8/2018,6400,2,Wet,Exotic Pathogen ,4,2,55,11,0.218293152,296.075209
1DroughtExotic Pathogen 3,35,7/4/2018,6800,1,Drought,Exotic Pathogen ,3,2,86,1,0.005632071,229.262484
1DroughtExotic Pathogen 3,35,7/4/2018,6800,1,Drought,Exotic Pathogen ,3,2,86,2,0.004718496,180.379298
1DroughtExotic Pathogen 3,35,7/4/2018,6800,1,Drought,Exotic Pathogen ,3,2,86,3,0.004403628,156.649299
1DroughtExotic Pathogen 3,35,7/4/2018,6800,1,Drought,Exotic Pathogen ,3,2,86,4,0.005745024,202.8819153
1DroughtExotic Pathogen 3,35,7/4/2018,6800,1,Drought,Exotic Pathogen ,3,2,86,5,0.005054956,167.9834893
1DroughtExotic Pathogen 3,35,7/4/2018,6800,1,Drought,Exotic Pathogen ,3,2,86,6,0.006079639,199.7784498
1DroughtExotic Pathogen 3,35,7/4/2018,6800,1,Drought,Exotic Pathogen ,3,2,86,7,0.005370987,173.1238246
1DroughtExotic Pathogen 3,35,7/4/2018,6800,1,Drought,Exotic Pathogen ,3,2,86,8,0.005867084,183.8824086
1DroughtExotic Pathogen 3,35,7/4/2018,6800,1,Drought,Exotic Pathogen ,3,2,86,9,0.006277623,186.3883154
1DroughtExotic Pathogen 3,35,7/4/2018,6800,1,Drought,Exotic Pathogen ,3,2,86,10,0.006631458,194.0846656
1DroughtExotic Pathogen 3,35,7/4/2018,6800,1,Drought,Exotic Pathogen ,3,2,86,11,0.006675623,193.1868278
1WetIndigenous Pathogen 3,35,7/4/2018,6800,1,Wet,Indigenous Pathogen ,3,2,87,1,0.094139473,231.8005985
1WetIndigenous Pathogen 3,35,7/4/2018,6800,1,Wet,Indigenous Pathogen ,3,2,87,2,0.09674685,233.2186711
1WetIndigenous Pathogen 3,35,7/4/2018,6800,1,Wet,Indigenous Pathogen ,3,2,87,3,0.096492526,231.3439111
1WetIndigenous Pathogen 3,35,7/4/2018,6800,1,Wet,Indigenous Pathogen ,3,2,87,4,0.098638893,233.8329955
1WetIndigenous Pathogen 3,35,7/4/2018,6800,1,Wet,Indigenous Pathogen ,3,2,87,5,0.101581545,237.0916448
1WetIndigenous Pathogen 3,35,7/4/2018,6800,1,Wet,Indigenous Pathogen ,3,2,87,6,0.101782542,235.6769264
1WetIndigenous Pathogen 3,35,7/4/2018,6800,1,Wet,Indigenous Pathogen ,3,2,87,7,0.103107611,237.2281297
1WetIndigenous Pathogen 3,35,7/4/2018,6800,1,Wet,Indigenous Pathogen ,3,2,87,8,0.103911453,238.4482811
1WetIndigenous Pathogen 3,35,7/4/2018,6800,1,Wet,Indigenous Pathogen ,3,2,87,9,0.100132872,231.2781169
1WetIndigenous Pathogen 3,35,7/4/2018,6800,1,Wet,Indigenous Pathogen ,3,2,87,10,0.105997305,240.024485
1DroughtIndigenous Pathogen 4,35,7/4/2018,6800,1,Drought,Indigenous Pathogen ,4,2,88,1,0.008363898,181.5669753
1DroughtIndigenous Pathogen 4,35,7/4/2018,6800,1,Drought,Indigenous Pathogen ,4,2,88,2,0.007413375,186.8102905
1DroughtIndigenous Pathogen 4,35,7/4/2018,6800,1,Drought,Indigenous Pathogen ,4,2,88,3,0.007109591,192.1304084
1DroughtIndigenous Pathogen 4,35,7/4/2018,6800,1,Drought,Indigenous Pathogen ,4,2,88,4,0.007341503,212.1595542
1DroughtIndigenous Pathogen 4,35,7/4/2018,6800,1,Drought,Indigenous Pathogen ,4,2,88,5,0.005808499,181.8556112
1DroughtIndigenous Pathogen 4,35,7/4/2018,6800,1,Drought,Indigenous Pathogen ,4,2,88,6,0.004882793,152.0540192
1DroughtIndigenous Pathogen 4,35,7/4/2018,6800,1,Drought,Indigenous Pathogen ,4,2,88,7,0.005831095,194.9194546
1DroughtIndigenous Pathogen 4,35,7/4/2018,6800,1,Drought,Indigenous Pathogen ,4,2,88,8,0.006006838,210.3828312
1DroughtIndigenous Pathogen 4,35,7/4/2018,6800,1,Drought,Indigenous Pathogen ,4,2,88,9,0.005777603,198.2317077
1DroughtIndigenous Pathogen 4,35,7/4/2018,6800,1,Drought,Indigenous Pathogen ,4,2,88,10,0.006153907,214.2891122
1DroughtIndigenous Pathogen 4,35,7/4/2018,6800,1,Drought,Indigenous Pathogen ,4,2,88,11,0.00596821,213.5540654
2DroughtExotic Pathogen 3,22,6/21/2018,6800,2,Drought,Exotic Pathogen ,3,2,99,1,0.000340697,38.20591304
2DroughtExotic Pathogen 3,22,6/21/2018,6800,2,Drought,Exotic Pathogen ,3,2,99,2,0.001085124,313.8553705
2DroughtExotic Pathogen 3,22,6/21/2018,6800,2,Drought,Exotic Pathogen ,3,2,99,3,0.001740815,322.128859
2DroughtExotic Pathogen 3,22,6/21/2018,6800,2,Drought,Exotic Pathogen ,3,2,99,4,0.00114323,325.5672755
2DroughtExotic Pathogen 3,22,6/21/2018,6800,2,Drought,Exotic Pathogen ,3,2,99,5,0.002506201,382.305096
2DroughtExotic Pathogen 3,22,6/21/2018,6800,2,Drought,Exotic Pathogen ,3,2,99,6,0.001281099,325.9777127
2DroughtExotic Pathogen 3,22,6/21/2018,6800,2,Drought,Exotic Pathogen ,3,2,99,7,0.000729942,264.5346647
2DroughtExotic Pathogen 3,22,6/21/2018,6800,2,Drought,Exotic Pathogen ,3,2,99,8,0.002265302,375.8608037
2DroughtExotic Pathogen 3,22,6/21/2018,6800,2,Drought,Exotic Pathogen ,3,2,99,9,0.001925745,349.1470102
2DroughtExotic Pathogen 3,22,6/21/2018,6800,2,Drought,Exotic Pathogen ,3,2,99,10,0.001991874,347.4982385
2WetExotic Pathogen 4,22,6/21/2018,6800,2,Wet,Exotic Pathogen ,4,2,100,1,0.064286153,201.1696859
2WetExotic Pathogen 4,22,6/21/2018,6800,2,Wet,Exotic Pathogen ,4,2,100,2,0.065695381,202.9611949
2WetExotic Pathogen 4,22,6/21/2018,6800,2,Wet,Exotic Pathogen ,4,2,100,3,0.067755026,203.5184534
2WetExotic Pathogen 4,22,6/21/2018,6800,2,Wet,Exotic Pathogen ,4,2,100,4,0.067465394,201.8998434
2WetExotic Pathogen 4,22,6/21/2018,6800,2,Wet,Exotic Pathogen ,4,2,100,5,0.065504684,195.3624404
2WetExotic Pathogen 4,22,6/21/2018,6800,2,Wet,Exotic Pathogen ,4,2,100,6,0.068724296,197.1016107
2WetExotic Pathogen 4,22,6/21/2018,6800,2,Wet,Exotic Pathogen ,4,2,100,7,0.073384674,208.7844798
2WetExotic Pathogen 4,22,6/21/2018,6800,2,Wet,Exotic Pathogen ,4,2,100,8,0.07239826,202.5987445
2WetExotic Pathogen 4,22,6/21/2018,6800,2,Wet,Exotic Pathogen ,4,2,100,9,0.075408986,207.4734946
2WetExotic Pathogen 4,22,6/21/2018,6800,2,Wet,Exotic Pathogen ,4,2,100,10,0.079070386,214.5919317
2WetExotic Pathogen 4,22,6/21/2018,6800,2,Wet,Exotic Pathogen ,4,2,100,11,0.07898037,210.9793489
2DroughtIndigenous Pathogen 4,22,6/21/2018,6800,2,Drought,Indigenous Pathogen ,4,2,105,1,0.001981696,367.5729775
2DroughtIndigenous Pathogen 4,22,6/21/2018,6800,2,Drought,Indigenous Pathogen ,4,2,105,2,0.000655618,330.9923894
2DroughtIndigenous Pathogen 4,22,6/21/2018,6800,2,Drought,Indigenous Pathogen ,4,2,105,3,0.001710714,379.5482262
2DroughtIndigenous Pathogen 4,22,6/21/2018,6800,2,Drought,Indigenous Pathogen ,4,2,105,4,0.001283448,352.3781372
2DroughtIndigenous Pathogen 4,22,6/21/2018,6800,2,Drought,Indigenous Pathogen ,4,2,105,5,0.001708494,362.1404016
2DroughtIndigenous Pathogen 4,22,6/21/2018,6800,2,Drought,Indigenous Pathogen ,4,2,105,6,0.001106691,365.9413845
2DroughtIndigenous Pathogen 4,22,6/21/2018,6800,2,Drought,Indigenous Pathogen ,4,2,105,7,0.001529918,364.1804599
2DroughtIndigenous Pathogen 4,22,6/21/2018,6800,2,Drought,Indigenous Pathogen ,4,2,105,8,0.001605063,383.3380764
2DroughtIndigenous Pathogen 4,22,6/21/2018,6800,2,Drought,Indigenous Pathogen ,4,2,105,9,0.002164593,371.4331512
2DroughtIndigenous Pathogen 4,22,6/21/2018,6800,2,Drought,Indigenous Pathogen ,4,2,105,10,0.0032371,385.8359212
2DroughtIndigenous Pathogen 4,22,6/21/2018,6800,2,Drought,Indigenous Pathogen ,4,2,105,11,0.001582293,371.1244893
1DroughtIndigenous Pathogen 4,17,6/16/2018,6800,1,Drought,Indigenous Pathogen ,4,2,111,1,0.002788285,399.8868824
1DroughtIndigenous Pathogen 4,17,6/16/2018,6800,1,Drought,Indigenous Pathogen ,4,2,111,2,0.002153959,413.3456576
1DroughtIndigenous Pathogen 4,17,6/16/2018,6800,1,Drought,Indigenous Pathogen ,4,2,111,3,0.002734522,392.5460439
1DroughtIndigenous Pathogen 4,17,6/16/2018,6800,1,Drought,Indigenous Pathogen ,4,2,111,4,0.003002813,397.4936361
1DroughtIndigenous Pathogen 4,17,6/16/2018,6800,1,Drought,Indigenous Pathogen ,4,2,111,5,0.003325052,394.9190061
1DroughtIndigenous Pathogen 4,17,6/16/2018,6800,1,Drought,Indigenous Pathogen ,4,2,111,6,0.002224347,382.8298143
1DroughtIndigenous Pathogen 4,17,6/16/2018,6800,1,Drought,Indigenous Pathogen ,4,2,111,7,0.002698643,400.38393
1DroughtIndigenous Pathogen 4,17,6/16/2018,6800,1,Drought,Indigenous Pathogen ,4,2,111,8,0.002674252,390.8958966
1DroughtIndigenous Pathogen 4,17,6/16/2018,6800,1,Drought,Indigenous Pathogen ,4,2,111,9,0.002968637,398.4906779
1DroughtIndigenous Pathogen 4,17,6/16/2018,6800,1,Drought,Indigenous Pathogen ,4,2,111,10,0.002977545,391.2802554
1WetIndigenous Pathogen 4,17,6/16/2018,6800,1,Wet,Indigenous Pathogen ,4,2,117,1,0.124984872,256.0155251
1WetIndigenous Pathogen 4,17,6/16/2018,6800,1,Wet,Indigenous Pathogen ,4,2,117,2,0.122147809,252.4119499
1WetIndigenous Pathogen 4,17,6/16/2018,6800,1,Wet,Indigenous Pathogen ,4,2,117,3,0.122830986,255.3165909
1WetIndigenous Pathogen 4,17,6/16/2018,6800,1,Wet,Indigenous Pathogen ,4,2,117,4,0.120466147,251.5159652
1WetIndigenous Pathogen 4,17,6/16/2018,6800,1,Wet,Indigenous Pathogen ,4,2,117,5,0.121629677,252.6778418
1WetIndigenous Pathogen 4,17,6/16/2018,6800,1,Wet,Indigenous Pathogen ,4,2,117,6,0.124464914,254.7047542
1WetIndigenous Pathogen 4,17,6/16/2018,6800,1,Wet,Indigenous Pathogen ,4,2,117,7,0.126163451,257.2807357
1WetIndigenous Pathogen 4,17,6/16/2018,6800,1,Wet,Indigenous Pathogen ,4,2,117,8,0.125366824,256.4196538
1WetIndigenous Pathogen 4,17,6/16/2018,6800,1,Wet,Indigenous Pathogen ,4,2,117,9,0.121796365,252.8147148
1WetIndigenous Pathogen 4,17,6/16/2018,6800,1,Wet,Indigenous Pathogen ,4,2,117,10,0.120234443,250.6833331
2WetExotic Pathogen 3,17,6/16/2018,6800,2,Wet,Exotic Pathogen ,3,2,118,1,0.04845473,231.2416299
2WetExotic Pathogen 3,17,6/16/2018,6800,2,Wet,Exotic Pathogen ,3,2,118,2,0.047211695,227.2356756
2WetExotic Pathogen 3,17,6/16/2018,6800,2,Wet,Exotic Pathogen ,3,2,118,3,0.047388648,232.5176178
2WetExotic Pathogen 3,17,6/16/2018,6800,2,Wet,Exotic Pathogen ,3,2,118,4,0.045128247,224.322201
2WetExotic Pathogen 3,17,6/16/2018,6800,2,Wet,Exotic Pathogen ,3,2,118,5,0.046224674,229.4998837
2WetExotic Pathogen 3,17,6/16/2018,6800,2,Wet,Exotic Pathogen ,3,2,118,6,0.046499247,231.8466346
2WetExotic Pathogen 3,17,6/16/2018,6800,2,Wet,Exotic Pathogen ,3,2,118,7,0.046966415,235.4014385
2WetExotic Pathogen 3,17,6/16/2018,6800,2,Wet,Exotic Pathogen ,3,2,118,8,0.043700869,225.3494603
2WetExotic Pathogen 3,17,6/16/2018,6800,2,Wet,Exotic Pathogen ,3,2,118,9,0.043653888,225.3571266
2WetExotic Pathogen 3,17,6/16/2018,6800,2,Wet,Exotic Pathogen ,3,2,118,10,0.043349895,223.8995737
1WetIndigenous Pathogen 3,9,6/8/2018,6800,1,Wet,Indigenous Pathogen ,3,2,138,1,0.183252385,289.9133362
1WetIndigenous Pathogen 3,9,6/8/2018,6800,1,Wet,Indigenous Pathogen ,3,2,138,2,0.184422261,289.3315973
1WetIndigenous Pathogen 3,9,6/8/2018,6800,1,Wet,Indigenous Pathogen ,3,2,138,3,0.173514423,285.1064702
1WetIndigenous Pathogen 3,9,6/8/2018,6800,1,Wet,Indigenous Pathogen ,3,2,138,4,0.151237814,274.3410119
1WetIndigenous Pathogen 3,9,6/8/2018,6800,1,Wet,Indigenous Pathogen ,3,2,138,5,0.111866606,250.9815906
1WetIndigenous Pathogen 3,9,6/8/2018,6800,1,Wet,Indigenous Pathogen ,3,2,138,6,0.100633231,243.4035298
1WetIndigenous Pathogen 3,9,6/8/2018,6800,1,Wet,Indigenous Pathogen ,3,2,138,7,0.09573614,238.2268338
1WetIndigenous Pathogen 3,9,6/8/2018,6800,1,Wet,Indigenous Pathogen ,3,2,138,8,0.096004592,242.2786154
1WetIndigenous Pathogen 3,9,6/8/2018,6800,1,Wet,Indigenous Pathogen ,3,2,138,9,0.086163857,231.462287
